datetime,airTemperature,airTemeratureDiff,atmosphericPressure,atmosphericPressureDiff,gustSpeed,gustSpeedDiff,precipitation,relativeHumidity,relativeHumidityDiff,solarRadiation,windSpeed,windSpeedDiff,windDirection,windDirectionDiff,soilMoisture,peopleIn,peopleOut,new,current,total,nonNegDifCount1,nonNegDifCount2,nonNegDigActivity,pademelon,red_necked_wallaby,great_barred_frog,yellow_throated_scrubwren,noisy_pitta
1/01/2023 0:00,24.8,0.9,101.14,-0.02,4.76,-1.72,0,74.3,-5.1,400,1.26,-0.04,101.1,-39.9,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1/01/2023 1:00,26.7,1.9,101.07,-0.02,3.72,1.03,0,68.9,-4,1067,1.11,0,56.9,-1.4,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1/01/2023 2:00,25.4,-0.4,101.03,-0.01,3.1,-0.28,0,72.1,2,1073,1.34,-0.01,55.5,-11.5,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1/01/2023 3:00,26.4,0.5,100.99,-0.01,2.45,-0.26,0,65.1,-4.3,1018,1.18,0.15,77.7,-0.6,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1/01/2023 4:00,25.7,-1.7,100.95,0,2.57,0.05,0,68.8,4.1,820,1.16,0.09,66,0.8,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1/01/2023 5:00,25.4,-0.9,100.88,0,2.96,0.58,0,69.4,2.2,702,1.43,0.19,57.3,-4.5,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1/01/2023 6:00,24.9,0.2,100.83,-0.02,2.68,-0.3,0,70.5,-1.2,487,1.36,0.25,60.5,3.1,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1/01/2023 7:00,24.4,0,100.83,-0.01,2.63,0.03,0,71.9,1.6,276,1.26,-0.07,48.2,-8.1,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1/01/2023 8:00,23.9,-0.2,100.88,0.01,2.42,0.07,0,70.4,0.3,46,0.96,-0.2,61.6,11,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1/01/2023 9:00,23.5,0,100.96,-0.01,1.41,-0.58,0,70.7,-0.1,0,0.82,0.18,65.2,-7.2,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1/01/2023 10:00,23.1,-0.1,101.02,0.02,2.22,0.19,0,72.3,0.4,0,0.91,0.16,76.3,-5.1,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1/01/2023 11:00,22.9,0,101.03,-0.01,2.74,1.35,0,72.9,-0.2,0,0.7,0.19,74.7,4.7,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1/01/2023 12:00,22.9,0.1,101.04,0,1.69,-0.23,0,72.8,-2,0,0.81,0.1,63.7,7.1,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1/01/2023 13:00,22.3,-0.1,100.99,-0.02,1.69,-1.46,0,74.8,-1.1,0,0.77,-0.01,63.7,-10.6,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1/01/2023 14:00,21.9,-0.1,100.92,-0.03,1.33,-1.93,0,74.7,0.2,0,0.57,-0.12,68.7,-1.7,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1/01/2023 15:00,21.9,-0.2,100.86,-0.03,2,-1.28,0,74.9,0.5,0,0.57,-0.16,97.7,-9,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1/01/2023 16:00,20.6,0,100.84,-0.02,2.1,-2.73,0,82.5,-0.1,0,1.08,-0.22,161.6,2.4,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1/01/2023 17:00,20.7,-0.4,100.81,0.01,1.67,0.13,0,83,2.6,0,0.78,0.1,146.7,10.7,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1/01/2023 18:00,19.5,0.1,100.79,-0.01,2.67,0.13,0,88.6,-0.1,0,1.58,0.27,167,-2.3,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1/01/2023 19:00,19,-0.1,100.84,0.02,3.3,0.17,0,90.7,0.6,5,1.59,0.06,163.9,-3,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1/01/2023 20:00,19.4,0.1,100.89,0.03,2.49,0.4,0,90,0.1,50,1.41,0.09,163.1,-2.1,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1/01/2023 21:00,21.6,0.9,100.97,0.03,3.51,-0.72,0,85.4,-3.1,70,2.13,-0.12,164.4,-1.3,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1/01/2023 22:00,24.1,0.4,100.98,0,5.96,1.38,0,73.3,-4.8,193,1.47,-0.24,124.1,-14.1,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1/01/2023 23:00,25,-0.1,101.03,0.03,5.48,0.49,0,70.7,-0.8,120,1.7,0.06,124.3,0.7,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2/01/2023 0:00,24.7,0.1,100.99,-0.01,4.86,-1.09,0,69.9,-1.5,1138,1.25,-1.05,92.8,-38.6,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2/01/2023 1:00,26.6,1.8,100.95,-0.01,7.28,3.68,0,65.9,-6.7,1113,1.62,0.27,106,23,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2/01/2023 2:00,26.1,0.3,100.88,-0.02,3.38,-0.55,0,66.6,0.4,1195,1.31,-0.14,79.2,-10.5,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2/01/2023 3:00,25.4,0,100.81,-0.02,4.09,0.25,0,68.2,-1.1,1059,1.47,0.21,96.7,8.2,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2/01/2023 4:00,25,-1.7,100.71,-0.02,2.79,0.05,0,66.7,4.7,881,1.3,0.04,61.8,-1.2,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2/01/2023 5:00,25.4,-0.7,100.67,0.02,2.91,0.1,0,63.6,0.8,196,1.33,0.08,59.3,-4.4,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2/01/2023 6:00,25,-0.5,100.57,-0.02,2.34,-0.12,0,67.8,2.9,495,1.08,-0.09,64.6,11.7,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2/01/2023 7:00,25.3,-0.3,100.52,-0.03,2.91,1.03,0,64.5,0.9,267,0.97,-0.02,69.7,9.4,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2/01/2023 8:00,23.9,-1.1,100.6,0.01,1.5,-0.09,0,69,2.5,27,0.59,-0.06,51.2,-20.2,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2/01/2023 9:00,22.6,-0.6,100.62,0,1.12,-0.11,0,69.2,0.1,0,0.61,0.01,60.1,0.1,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2/01/2023 10:00,22.7,0,100.62,0.01,1.45,0.36,0,69.4,-0.7,0,0.74,0.13,57.1,0.1,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2/01/2023 11:00,22.4,-0.1,100.65,0.02,0.88,-0.49,0,71.3,0.5,0,0.48,-0.01,57.3,1.5,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2/01/2023 12:00,22.1,0,100.66,0,0.53,-0.32,0,73.6,0.6,0,0.23,-0.12,39.6,-0.7,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2/01/2023 13:00,21.4,0,100.63,-0.02,1.35,0.39,0,77.9,0.2,0,0.62,0.1,210.8,22.7,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2/01/2023 14:00,20.7,-0.2,100.58,-0.01,1.51,-0.01,0,81.2,1.2,0,0.76,-0.06,186.9,0.2,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2/01/2023 15:00,20.3,-0.1,100.5,-0.02,0.92,-0.22,0,82.5,0.7,0,0.49,-0.05,196.9,5.8,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2/01/2023 16:00,20,-0.1,100.46,-0.01,1.27,-0.05,0,84,0.3,0,0.61,0,204,15.9,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2/01/2023 17:00,19.7,-0.1,100.43,0,1.32,0.06,0,84.3,0,0,0.63,0.02,176.7,-16.1,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2/01/2023 18:00,19.2,-0.2,100.47,0.01,1.67,-0.09,0,86.7,0.2,0,0.92,0.08,175.9,-0.9,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2/01/2023 19:00,18.8,0,100.51,0.01,1.88,0.54,0,88.1,-0.3,6,0.67,-0.01,163.4,-5.6,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2/01/2023 20:00,19.9,0.3,100.57,0.02,1.95,-0.25,0,85.2,-0.9,36,0.98,0.1,184.7,12,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2/01/2023 21:00,22.5,0.9,100.61,0.01,2.06,-1.11,0,77.4,-2.5,52,1.06,-0.55,187.9,26.7,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2/01/2023 22:00,23.3,-0.3,100.61,0,3.04,-0.66,0,71.9,0.1,116,1.04,-0.62,189.8,25,na,na,na,na,na,na,na,na,na,na,na,na,na,na
2/01/2023 23:00,24.4,0.3,100.61,-0.01,2.56,-1.4,0,64,-2.2,203,0.82,-0.31,170,17.2,na,na,na,na,na,na,na,na,na,na,na,na,na,na
3/01/2023 0:00,25.7,-0.2,100.54,-0.04,2.05,-0.54,0,64.3,0.7,936,0.97,-0.03,91.2,-9.1,na,na,na,na,na,na,na,na,na,na,na,na,na,na
3/01/2023 1:00,26.2,-0.4,100.49,-0.01,2.59,0.66,0,63.2,1.9,1047,1.22,0.21,62.3,5,na,na,na,na,na,na,na,na,na,na,na,na,na,na
3/01/2023 2:00,25.3,0.4,100.4,-0.03,2.7,0.46,0,64,-1,1046,1.18,0.06,61.5,2.7,na,na,na,na,na,na,na,na,na,na,na,na,na,na
3/01/2023 3:00,26.7,1.7,100.29,-0.04,2.85,0.06,0,60.7,-4.4,1039,1.21,-0.08,52.3,2.7,na,na,na,na,na,na,na,na,na,na,na,na,na,na
3/01/2023 4:00,26,0.9,100.23,0.01,2.95,0.38,0,63.3,-3.7,422,1.34,0.02,49.5,-9.3,na,na,na,na,na,na,na,na,na,na,na,na,na,na
3/01/2023 5:00,24.6,0.2,100.17,0,2.92,-0.17,0,69.6,-1.3,363,0.95,-0.03,38.7,-9.3,na,na,na,na,na,na,na,na,na,na,na,na,na,na
3/01/2023 6:00,25.5,-0.4,100.11,-0.02,2.98,0.16,0,68.1,2.7,491,1.05,0.03,55.8,12.1,na,na,na,na,na,na,na,na,na,na,na,na,na,na
3/01/2023 7:00,25.3,-0.4,100.04,-0.01,3.04,-0.03,0,68.1,0.9,270,0.82,-0.16,35.6,2.5,na,na,na,na,na,na,na,na,na,na,na,na,na,na
3/01/2023 8:00,25.4,-0.1,100.1,0.02,5,1.54,0,66.3,0.4,76,1.03,0,322.9,-2.5,na,na,na,na,na,na,na,na,na,na,na,na,na,na
3/01/2023 9:00,23.9,-0.3,100.19,0.01,1.31,-0.73,0,73.2,2,0,0.54,0,52.7,41,na,na,na,na,na,na,na,na,na,na,na,na,na,na
3/01/2023 10:00,23.7,-0.2,100.23,0.03,1.54,0.07,0,76,1.2,0,0.47,-0.09,14.3,-337.9,na,na,na,na,na,na,na,na,na,na,na,na,na,na
3/01/2023 11:00,23.7,0,100.29,0.04,1.04,-1.76,0,74.7,-0.1,0,0.34,-0.34,33.7,-304.2,na,na,na,na,na,na,na,na,na,na,na,na,na,na
3/01/2023 12:00,23.3,-0.1,100.3,0.01,0.94,-0.24,0,76.5,0.3,0,0.34,-0.05,342.8,19.8,na,na,na,na,na,na,na,na,na,na,na,na,na,na
3/01/2023 13:00,21.9,-0.2,100.28,-0.03,0.62,0.03,0,83.1,0.6,0,0.29,0.02,350.7,303.5,na,na,na,na,na,na,na,na,na,na,na,na,na,na
3/01/2023 14:00,21.2,-0.4,100.25,-0.01,0.35,-0.71,0,85.8,1.6,0,0.16,-0.21,30.1,-219.1,na,na,na,na,na,na,na,na,na,na,na,na,na,na
3/01/2023 15:00,21.1,-0.1,100.18,0,1.24,0.02,0,86.7,0.6,0,0.33,-0.07,26.8,-270.2,na,na,na,na,na,na,na,na,na,na,na,na,na,na
3/01/2023 16:00,20.8,-0.1,100.19,0.01,0.46,-0.54,0,86.9,0.4,0,0.2,-0.1,57.6,-0.2,na,na,na,na,na,na,na,na,na,na,na,na,na,na
3/01/2023 17:00,20.5,0,100.15,-0.02,0.74,0.25,0,88.4,0.2,0,0.24,0.03,52.4,-260.9,na,na,na,na,na,na,na,na,na,na,na,na,na,na
3/01/2023 18:00,20.7,0.2,100.19,0.01,0.37,-0.33,0,89.3,-1,0,0.2,-0.05,17.9,-84.6,na,na,na,na,na,na,na,na,na,na,na,na,na,na
3/01/2023 19:00,20.8,-0.1,100.24,0,0.71,-0.48,0,89.9,0.5,4,0.29,0.03,359.9,7.3,na,na,na,na,na,na,na,na,na,na,na,na,na,na
3/01/2023 20:00,21.6,0.4,100.26,-0.01,0.78,-0.25,0,88.2,-1,35,0.21,-0.02,302.8,-5.6,na,na,na,na,na,na,na,na,na,na,na,na,na,na
3/01/2023 21:00,23.7,0.5,100.3,0.01,1.81,0.24,0,79.9,-2.5,54,0.7,0.09,284.7,-19.2,na,na,na,na,na,na,na,na,na,na,na,na,na,na
3/01/2023 22:00,25.3,0.5,100.29,0,2.42,-0.52,0,72.5,-3.3,81,0.98,0.05,260.6,14,na,na,na,na,na,na,na,na,na,na,na,na,na,na
3/01/2023 23:00,25.9,-0.8,100.26,-0.01,2.25,0.63,0,70.5,3.8,386,0.69,0.08,267.5,39.5,na,na,na,na,na,na,na,na,na,na,na,na,na,na
4/01/2023 0:00,26.9,-0.2,100.23,0.01,2.47,-1.44,0,72.5,1.4,943,0.85,-0.49,32.3,-31.6,na,na,na,na,na,na,na,na,na,na,na,na,na,na
4/01/2023 1:00,27.5,0.4,100.18,-0.02,4.09,1.72,0,70.6,-2.9,1036,1.2,0.13,49.8,-6.4,na,na,na,na,na,na,na,na,na,na,na,na,na,na
4/01/2023 2:00,27.1,0.4,100.13,-0.01,2.82,-0.26,0,75.7,-1.7,1090,1.21,-0.02,51.8,-7.2,na,na,na,na,na,na,na,na,na,na,na,na,na,na
4/01/2023 3:00,26.9,-1.8,100.07,-0.02,4.08,0.79,0,78.1,9,704,1.28,-0.04,58.3,5,na,na,na,na,na,na,na,na,na,na,na,na,na,na
4/01/2023 4:00,26.5,-0.6,100.01,-0.01,2.49,0.05,0,79.8,3.4,607,1.12,-0.02,44.7,4.4,na,na,na,na,na,na,na,na,na,na,na,na,na,na
4/01/2023 5:00,26.2,-0.6,99.89,-0.04,2.84,-0.46,0,80.7,3.1,683,1.27,0.02,46,-4,na,na,na,na,na,na,na,na,na,na,na,na,na,na
4/01/2023 6:00,27,-0.3,99.81,-0.01,5.71,1.04,0,79.3,1.3,570,1.14,0.23,11.8,-45.3,na,na,na,na,na,na,na,na,na,na,na,na,na,na
4/01/2023 7:00,26.4,-0.6,99.8,-0.01,2.19,-1.01,0,80.6,1.5,110,1,-0.12,45.7,-301.6,na,na,na,na,na,na,na,na,na,na,na,na,na,na
4/01/2023 8:00,26.2,-0.1,99.86,0.01,2.99,-0.32,0,81.7,0.7,22,0.92,-0.13,358.2,16.1,na,na,na,na,na,na,na,na,na,na,na,na,na,na
4/01/2023 9:00,25.8,-0.1,99.86,-0.01,4.36,0.78,0,85.1,0.7,0,1.06,0.08,348.4,-6.4,na,na,na,na,na,na,na,na,na,na,na,na,na,na
4/01/2023 10:00,25.9,0.1,100.01,0.04,4.76,0.64,0,87.2,0.3,0,0.87,-0.19,336.2,19.4,na,na,na,na,na,na,na,na,na,na,na,na,na,na
4/01/2023 11:00,25.8,-0.1,100.04,0.03,3.05,-1.65,0.085,90.6,1.1,0,0.71,-0.15,349.6,29,na,na,na,na,na,na,na,na,na,na,na,na,na,na
4/01/2023 12:00,24.9,-0.4,100.19,0.01,0.73,-1.62,0.119,92.8,1.6,0,0.25,-0.53,68.4,-218.6,na,na,na,na,na,na,na,na,na,na,na,na,na,na
4/01/2023 13:00,24.2,0.2,100.18,0,1.2,-1.98,0.085,90.9,-1.1,0,0.47,-0.39,189.9,53,na,na,na,na,na,na,na,na,na,na,na,na,na,na
4/01/2023 14:00,23.4,-0.4,100.15,0.01,1.89,0.19,0.051,95.1,1.6,0,0.8,0.28,249.3,-30.9,na,na,na,na,na,na,na,na,na,na,na,na,na,na
4/01/2023 15:00,22.9,0,100.12,-0.05,2.66,0.85,0.119,94.4,-0.1,0,0.67,0,236.3,42.2,na,na,na,na,na,na,na,na,na,na,na,na,na,na
4/01/2023 16:00,22.6,-0.3,100.1,-0.01,1.91,0.94,0,96.6,1.2,0,0.36,-0.06,234.6,-2.2,na,na,na,na,na,na,na,na,na,na,na,na,na,na
4/01/2023 17:00,22.2,-0.4,100.01,-0.01,1.99,0.31,0.119,89.5,1,0,0.83,0.25,267.8,25.2,na,na,na,na,na,na,na,na,na,na,na,na,na,na
4/01/2023 18:00,22.4,0,100.04,0.01,2.64,0.02,0,87,-0.4,0,0.69,-0.04,217,-7.4,na,na,na,na,na,na,na,na,na,na,na,na,na,na
4/01/2023 19:00,22.8,0.5,100.06,0.02,1.71,0.43,0,83.8,-3.7,1,0.86,0.31,263.9,16.7,na,na,na,na,na,na,na,na,na,na,na,na,na,na
4/01/2023 20:00,22.2,-0.3,100.18,0.04,1.06,-0.91,0.17,88.8,2.5,19,0.37,-0.13,136.8,-138.8,na,na,na,na,na,na,na,na,na,na,na,na,na,na
4/01/2023 21:00,22.2,-0.1,100.25,0.03,0.44,0.05,0.051,92,3.6,58,0.24,0.09,120.4,115.8,na,na,na,na,na,na,na,na,na,na,na,na,na,na
4/01/2023 22:00,23,0.3,100.25,-0.01,0.17,0.04,0.204,88.7,-0.2,71,0.05,-0.01,291.4,68.7,na,na,na,na,na,na,na,na,na,na,na,na,na,na
4/01/2023 23:00,23.6,0.4,100.22,-0.01,1.77,1.03,0.017,90.9,-3.2,195,0.58,0.41,290.1,-10.3,na,na,na,na,na,na,na,na,na,na,na,na,na,na
5/01/2023 0:00,25,0.5,100.2,0.01,1.14,-0.1,0,82.6,-3.3,174,0.53,0.02,200.1,57.9,na,na,na,na,na,na,na,na,na,na,na,na,na,na
5/01/2023 1:00,24.4,-0.4,100.24,-0.03,2.03,-0.33,0,87.9,3.3,190,0.57,-0.26,100.7,-22.5,na,na,na,na,na,na,na,na,na,na,na,na,na,na
5/01/2023 2:00,24.6,0.6,100.21,-0.01,2.4,-0.22,0,85.5,-2.6,168,0.68,-0.35,118.5,-20.6,na,na,na,na,na,na,na,na,na,na,na,na,na,na
5/01/2023 3:00,24.2,-0.4,100.23,0,1.12,-1.89,0.017,87.7,2.1,240,0.44,-0.36,97.7,-34.5,na,na,na,na,na,na,na,na,na,na,na,na,na,na
5/01/2023 4:00,24.1,0.1,100.18,0,1.03,-0.15,0,87.7,-0.5,284,0.47,-0.02,60.3,6.1,na,na,na,na,na,na,na,na,na,na,na,na,na,na
5/01/2023 5:00,24.9,0.3,100.1,-0.04,0.81,-0.07,0,84.9,-1,225,0.35,-0.07,54.8,-1.2,na,na,na,na,na,na,na,na,na,na,na,na,na,na
5/01/2023 6:00,24.6,0,100.08,0.02,1.89,0.93,0,82.7,-0.3,63,0.45,0.08,27.5,-24.2,na,na,na,na,na,na,na,na,na,na,na,na,na,na
5/01/2023 7:00,24.6,-0.1,100.13,0.02,1.79,0.8,0,82.6,0.6,44,0.5,0.01,53.9,30.5,na,na,na,na,na,na,na,na,na,na,na,na,na,na
5/01/2023 8:00,24.6,0,100.16,-0.01,2.16,0.84,0,83.9,0.5,8,0.48,0.23,21.5,-12,na,na,na,na,na,na,na,na,na,na,na,na,na,na
5/01/2023 9:00,24.2,-0.1,100.2,0.01,1.12,-0.2,0,89,1.1,0,0.31,-0.08,296.5,-23.8,na,na,na,na,na,na,na,na,na,na,na,na,na,na
5/01/2023 10:00,23.9,0,100.24,0.02,1.54,0.43,0,90.4,-0.1,0,0.61,0.23,257.8,12.9,na,na,na,na,na,na,na,na,na,na,na,na,na,na
5/01/2023 11:00,23.5,0,100.3,0.02,0.22,-0.57,0,92.1,0,0,0.12,-0.11,148.1,-51.7,na,na,na,na,na,na,na,na,na,na,na,na,na,na
5/01/2023 12:00,23.5,0.1,100.43,0.04,4.52,1.08,0.034,91.4,-0.7,0,2.06,0.41,145,-13.1,na,na,na,na,na,na,na,na,na,na,na,na,na,na
5/01/2023 13:00,22.3,0,100.49,0.02,5.3,-3.71,0,89.9,0.4,0,2.36,-0.01,138.2,11.3,na,na,na,na,na,na,na,na,na,na,na,na,na,na
5/01/2023 14:00,22.5,0,100.43,-0.03,3.92,-0.28,0,89,-0.6,0,1.62,-0.4,144.4,-0.6,na,na,na,na,na,na,na,na,na,na,na,na,na,na
5/01/2023 15:00,22.6,0.2,100.39,-0.01,3.53,0.71,0,87,-1.7,0,1.59,0.04,143.5,-5.3,na,na,na,na,na,na,na,na,na,na,na,na,na,na
5/01/2023 16:00,21.5,-0.3,100.31,-0.02,5.22,1.14,0,90.4,0.2,0,2.27,0.16,152.9,-8.8,na,na,na,na,na,na,na,na,na,na,na,na,na,na
5/01/2023 17:00,21.2,0,100.35,0.02,4.35,0.2,0,88,-0.7,0,2.2,0.35,157.3,4.5,na,na,na,na,na,na,na,na,na,na,na,na,na,na
5/01/2023 18:00,20.8,-0.1,100.36,0,3.44,-1.01,0,89.3,0.5,0,1.76,-0.37,148.8,0.4,na,na,na,na,na,na,na,na,na,na,na,na,na,na
5/01/2023 19:00,20.4,-0.1,100.41,0.02,3.47,0.07,0,89.3,0,3,1.89,0,150.5,-4.5,na,na,na,na,na,na,na,na,na,na,na,na,na,na
5/01/2023 20:00,20.7,0.2,100.49,0.01,4.92,0.31,0,87.1,-1.3,49,2.63,0.36,153.8,2.9,na,na,na,na,na,na,na,na,na,na,na,na,na,na
5/01/2023 21:00,21.5,0.3,100.54,0.02,5.21,-0.31,0,83.6,-0.9,106,2.69,0,159,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na
5/01/2023 22:00,22.4,0.1,100.54,0,6.7,0.81,0,80.7,-0.7,90,2.46,-0.33,143.3,-2.8,na,na,na,na,na,na,na,na,na,na,na,na,na,na
5/01/2023 23:00,24.5,-0.1,100.58,0.01,6.72,2.23,0,75.9,1.1,523,1.81,0.39,113.7,-7,na,na,na,na,na,na,na,na,na,na,na,na,na,na
6/01/2023 0:00,24.8,-1.2,100.58,0.02,4.4,-0.14,0,74.9,5.4,946,1.46,-0.35,103.7,-15.5,na,na,na,na,na,na,na,na,na,na,na,na,na,na
6/01/2023 1:00,25.7,0.3,100.58,0,4.5,-0.41,0,72.9,0.6,1079,1.59,-0.35,109.7,-11.1,na,na,na,na,na,na,na,na,na,na,na,na,na,na
6/01/2023 2:00,25.2,-1.9,100.54,0,5.4,-3.7,0,75.6,7.1,837,1.52,-0.42,102.4,-18.5,na,na,na,na,na,na,na,na,na,na,na,na,na,na
6/01/2023 3:00,26.7,-0.5,100.48,-0.02,3.92,-0.27,0,69.9,2.1,1030,1.54,0.03,97.6,4.3,na,na,na,na,na,na,na,na,na,na,na,na,na,na
6/01/2023 4:00,26.5,0.6,100.45,0,3.4,-1.02,0,70.2,-2.6,898,1.47,-0.07,78.2,7.9,na,na,na,na,na,na,na,na,na,na,na,na,na,na
6/01/2023 5:00,26.2,0.6,100.37,-0.01,3.96,0.71,0,70.7,-3.2,769,1.63,0.31,64.2,-7.4,na,na,na,na,na,na,na,na,na,na,na,na,na,na
6/01/2023 6:00,25.1,-0.7,100.29,-0.03,3.49,-0.05,0,74.7,1.6,472,1.7,0.04,61.9,-11.6,na,na,na,na,na,na,na,na,na,na,na,na,na,na
6/01/2023 7:00,24.6,0.1,100.35,0.01,5.81,2.43,0,75.8,-0.3,137,1.57,0.02,81.8,10.5,na,na,na,na,na,na,na,na,na,na,na,na,na,na
6/01/2023 8:00,24,-0.2,100.41,0.03,3.42,-2.53,0,76,1.6,13,1.37,0.03,67.9,-12.1,na,na,na,na,na,na,na,na,na,na,na,na,na,na
6/01/2023 9:00,23.3,-0.1,100.5,0.04,3.87,0.84,0,77.4,-1,0,1.47,0.04,78.6,9.1,na,na,na,na,na,na,na,na,na,na,na,na,na,na
6/01/2023 10:00,23.4,-0.1,100.56,0.02,2.19,-1.41,0,76.6,0.2,0,1.04,-0.16,68.6,0.8,na,na,na,na,na,na,na,na,na,na,na,na,na,na
6/01/2023 11:00,23.1,0,100.63,0.02,3.95,1.58,0,75.8,-0.7,0,1.29,0.13,79.7,8.9,na,na,na,na,na,na,na,na,na,na,na,na,na,na
6/01/2023 12:00,23.1,0,100.67,0.01,2.53,-0.18,0,76.3,0.6,0,1.01,-0.05,70.1,-4.5,na,na,na,na,na,na,na,na,na,na,na,na,na,na
6/01/2023 13:00,23.1,0.2,100.61,-0.02,4.2,1.75,0,75.2,-1.6,0,1.26,0.16,80.4,0.3,na,na,na,na,na,na,na,na,na,na,na,na,na,na
6/01/2023 14:00,22.8,-0.2,100.58,-0.01,2.61,-1.63,0,74.1,1.7,0,1.16,-0.19,76.3,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na
6/01/2023 15:00,22.8,0,100.54,-0.02,2.6,-1.11,0,76,0.4,0,1,-0.15,75,-18.9,na,na,na,na,na,na,na,na,na,na,na,na,na,na
6/01/2023 16:00,22.9,0.2,100.49,0,2.77,-1.16,0,76.9,0,0,1.12,0.13,78.9,1.1,na,na,na,na,na,na,na,na,na,na,na,na,na,na
6/01/2023 17:00,21.4,0.1,100.5,0.01,3.73,0.79,0,81.6,-1,0,1.03,-0.02,152.5,-2.8,na,na,na,na,na,na,na,na,na,na,na,na,na,na
6/01/2023 18:00,20.6,0,100.54,0.01,2.93,-0.78,0,84,0,0,1.57,-0.08,171.6,5.9,na,na,na,na,na,na,na,na,na,na,na,na,na,na
6/01/2023 19:00,20,0,100.59,0.03,2.7,-0.79,0,85.6,-0.1,4,1.35,-0.22,149.6,-12.6,na,na,na,na,na,na,na,na,na,na,na,na,na,na
6/01/2023 20:00,20.1,0.2,100.6,-0.01,3.87,-0.75,0,84.2,-1.2,53,1.83,0.08,156,-1.9,na,na,na,na,na,na,na,na,na,na,na,na,na,na
6/01/2023 21:00,21.2,0.4,100.67,0.01,3.59,-1.28,0,82,-1,109,1.47,-0.64,156.3,-9.4,na,na,na,na,na,na,na,na,na,na,na,na,na,na
6/01/2023 22:00,23.9,1.2,100.67,-0.03,5.05,1.68,0,76.7,-1.5,138,1.42,-0.32,138.1,-6,na,na,na,na,na,na,na,na,na,na,na,na,na,na
6/01/2023 23:00,23.4,-0.4,100.74,0.01,6.44,1.56,0,77,1.5,381,1.73,0.4,117.4,10,na,na,na,na,na,na,na,na,na,na,na,na,na,na
7/01/2023 0:00,24.5,0.6,100.73,0,6.71,0.45,0,71,-2.4,702,2.06,-0.27,129.9,-6.5,na,na,na,na,na,na,na,na,na,na,na,na,na,na
7/01/2023 1:00,24.5,-0.7,100.69,-0.02,3.71,-2.3,0,70,1.6,1067,1.74,-0.26,111.7,-20.2,na,na,na,na,na,na,na,na,na,na,na,na,na,na
7/01/2023 2:00,27,0,100.67,-0.02,4.26,-3.44,0,62.2,0.3,1075,1.5,0.16,109.5,17.2,na,na,na,na,na,na,na,na,na,na,na,na,na,na
7/01/2023 3:00,26.7,0.2,100.59,0,3.44,0.01,0,59.9,-2.3,1017,1.23,-0.12,99.1,18.4,na,na,na,na,na,na,na,na,na,na,na,na,na,na
7/01/2023 4:00,26.9,-0.4,100.51,-0.02,2.54,-0.02,0,62.1,2.3,885,1.18,0.1,85.1,10.6,na,na,na,na,na,na,na,na,na,na,na,na,na,na
